content,score,at,userName,sentiment,text_clean,text_StopWord,text_stemmed
Tidak akurat.. GPS aktif terus kondisi sedang hujan deras di apk kok masih mendung.,1,2024-03-14 07:14:21,Pengguna Google,Negatif,tidak akurat gps aktif terus kondisi sedang hujan deras di apk kok masih mendung,akurat gps aktif kondisi hujan deras apk mendung,akurat gp aktif kondisi hujan dera apk mendung
Info Bmkg tambah wawasan! Kita,5,2024-03-14 05:00:07,Pengguna Google,Positif,info bmkg tambah wawasan kita,info bmkg wawasan,info bmkg wawasan
Perkiraan cuacanya tidak berfungsi,1,2024-03-14 03:21:55,Pengguna Google,Negatif,perkiraan cuacanya tidak berfungsi,perkiraan cuacanya berfungsi,perkiraan cuacanya berfungsi
Sering juga buka ini,1,2024-03-14 01:51:26,Pengguna Google,Negatif,sering juga buka ini,buka,buka
Bagussssss,5,2024-03-13 19:29:25,Pengguna Google,Positif,bagussssss,bagussssss,bagussssss
"Tolong sediakan widgetnya agar memudahkan melihat informasi cuaca terkini secara lengkap (spt; info cuaca, kelembaban, kualitas udara, dll) & sediakan pula layanan share cuaca terkini. Terimakasih",4,2024-03-13 06:22:58,Pengguna Google,Positif,tolong sediakan widgetnya agar memudahkan melihat informasi cuaca terkini secara lengkap spt info cuaca kelembaban kualitas udara dll  sediakan pula layanan share cuaca terkini terimakasih,tolong sediakan widgetnya memudahkan informasi cuaca terkini lengkap spt info cuaca kelembaban kualitas udara dll sediakan layanan share cuaca terkini terimakasih,tolong sediakan widgetnya memudahkan informasi cuaca terkini lengkap spt info cuaca kelembaban kualita udara dll sediakan layanan share cuaca terkini terimakasih
Tolong untuk ramalan/prakiraan cuaca bisa lebih detail lagi! (supaya bisa memantau 24 jam),4,2024-03-12 23:50:00,Pengguna Google,Positif,tolong untuk ramalanprakiraan cuaca bisa lebih detail lagi supaya bisa memantau  jam,tolong ramalanprakiraan cuaca detail memantau jam,tolong ramalanprakiraan cuaca detail memantau jam
Cukup akurat.....,5,2024-03-12 21:22:56,Pengguna Google,Positif,cukup akurat,akurat,akurat
"Ok, good luck",4,2024-03-12 16:40:46,Pengguna Google,Positif,ok good luck,ok good luck,ok good luck
Makasih,3,2024-03-12 09:47:26,Pengguna Google,Netral,makasih,makasih,makasih
Bagis jadi tahu info tentang bencana,5,2024-03-12 00:10:42,Pengguna Google,Positif,bagis jadi tahu info tentang bencana,bagis info bencana,bagi info bencana
Masih di coba,4,2024-03-11 02:10:59,Pengguna Google,Positif,masih di coba,coba,coba
Serba telat kasih peringatan!,1,2024-03-09 03:59:14,Pengguna Google,Negatif,serba telat kasih peringatan,serba telat kasih peringatan,serba telat kasih peringatan
Bagus 👍👍👍,5,2024-03-08 14:25:23,Pengguna Google,Positif,bagus ,bagus,bagu
Ok banget,5,2024-03-08 11:13:00,Pengguna Google,Positif,ok banget,ok banget,ok banget
Di radar cuaca lama update terbaru curah nya,1,2024-03-08 07:20:00,Pengguna Google,Negatif,di radar cuaca lama update terbaru curah nya,radar cuaca update terbaru curah nya,radar cuaca updat terbaru curah nya
"Aplikasinya bagus, prakiraan cuaca yang ditampilkan akurat. Di saat ada perubahan cuaca misalnya hujan, prakiraan cuaca berubah saat itu juga. Mungkin kedepannya pihak developer bisa buat fitur widget di layar home screen agar aplikasinya makin mantap.",5,2024-03-08 01:44:20,Pengguna Google,Positif,aplikasinya bagus prakiraan cuaca yang ditampilkan akurat di saat ada perubahan cuaca misalnya hujan prakiraan cuaca berubah saat itu juga mungkin kedepannya pihak developer bisa buat fitur widget di layar home screen agar aplikasinya makin mantap,aplikasinya bagus prakiraan cuaca ditampilkan akurat perubahan cuaca hujan prakiraan cuaca berubah kedepannya developer fitur widget layar home screen aplikasinya mantap,aplikasinya bagu prakiraan cuaca ditampilkan akurat perubahan cuaca hujan prakiraan cuaca berubah kedepannya develop fitur widget layar home screen aplikasinya mantap
Sangat puaaaaas,5,2024-03-07 15:18:41,Pengguna Google,Positif,sangat puaaaaas,puaaaaas,puaaaaa
Bermanfaat 👍👍👍,5,2024-03-07 13:47:08,Pengguna Google,Positif,bermanfaat ,bermanfaat,bermanfaat
Ok,5,2024-03-07 05:37:05,Pengguna Google,Positif,ok,ok,ok
Alhamdulillah sangat berguna,5,2024-03-06 14:31:18,Pengguna Google,Positif,alhamdulillah sangat berguna,alhamdulillah berguna,alhamdulillah berguna
"Sangat bagus membatu pekerjaan ku sebagai pelaut, Mengetahui keadaan cuaca di laut makasih Bmkg",5,2024-03-05 02:42:50,Pengguna Google,Positif,sangat bagus membatu pekerjaan ku sebagai pelaut mengetahui keadaan cuaca di laut makasih bmkg,bagus membatu pekerjaan ku pelaut cuaca laut makasih bmkg,bagu membatu pekerjaan ku pelaut cuaca laut makasih bmkg
"Bukanya loadingnya lama banged bisa kali kalo nunggu 1 jam dan pas cari gempa malah ga ada koneksi internet padahal tangga data full cuaca cerah memadai memori aku ga berat tapi loading keneh+ satu lagi peringatan nya ga ada. Ada sih, tapi setelah gempanya",2,2024-03-04 15:43:52,Pengguna Google,Negatif,bukanya loadingnya lama banged bisa kali kalo nunggu  jam dan pas cari gempa malah ga ada koneksi internet padahal tangga data full cuaca cerah memadai memori aku ga berat tapi loading keneh satu lagi peringatan nya ga ada ada sih tapi setelah gempanya,bukanya loadingnya banged kali kalo nunggu jam pas cari gempa ga koneksi internet tangga data full cuaca cerah memadai memori ga berat loading keneh peringatan nya ga sih gempanya,bukanya loadingnya bang kali kalo nunggu jam pa cari gempa ga koneksi internet tangga data full cuaca cerah memadai memori ga berat load keneh peringatan nya ga sih gempanya
❤️,1,2024-03-04 08:32:29,Pengguna Google,Negatif,,,
"Keren informasinya, lengkap dan detail sekali, terimakasih",5,2024-03-03 14:44:57,Pengguna Google,Positif,keren informasinya lengkap dan detail sekali terimakasih,keren informasinya lengkap detail terimakasih,keren informasinya lengkap detail terimakasih
Hujan panas,5,2024-03-03 13:42:28,Pengguna Google,Positif,hujan panas,hujan panas,hujan pana
"1. GPS TIDAK AKURAT, terpaksa pake manual... 2. TIDAK ADA WIDGET, 3.., tidak ada penjelasan rinci tingkat UV dan Indeks kualitas Udara",3,2024-03-03 12:19:53,Pengguna Google,Netral, gps tidak akurat terpaksa pake manual  tidak ada widget  tidak ada penjelasan rinci tingkat uv dan indeks kualitas udara,gps akurat terpaksa pake manual widget penjelasan rinci tingkat uv indeks kualitas udara,gp akurat terpaksa pake manual widget penjelasan rinci tingkat uv indek kualita udara
"Aplikasinya akurat, namun jika boleh kasih saran. Tolong untuk ditambahkan fitur widget ya",5,2024-03-02 11:31:14,Pengguna Google,Positif,aplikasinya akurat namun jika boleh kasih saran tolong untuk ditambahkan fitur widget ya,aplikasinya akurat kasih saran tolong fitur widget ya,aplikasinya akurat kasih saran tolong fitur widget ya
"Kalo bisa dikasih fitur widget untuk perkiraan cuaca,biar ga bulak balik cek aplikasi 👍",5,2024-03-01 11:15:19,Pengguna Google,Positif,kalo bisa dikasih fitur widget untuk perkiraan cuacabiar ga bulak balik cek aplikasi ,kalo dikasih fitur widget perkiraan cuacabiar ga bulak cek aplikasi,kalo dikasih fitur widget perkiraan cuacabiar ga bulak cek aplikasi
Bermanfaat utk atur kerja petani,4,2024-02-28 10:35:11,Pengguna Google,Positif,bermanfaat utk atur kerja petani,bermanfaat utk atur kerja petani,bermanfaat utk atur kerja petani
"Kalau bisa (A) Hujan diuraikan : 1) Hujan Panas, 2) Hujan Angin, 3) Hujan Petir, 4) Hujan Gerimis (B) Kabut diuraikan : 1) Kabut Asap, 2) Kabut Embun, 3) Kabut Tebal. Perbaiki untuk upgrade berikutnya",2,2024-02-27 15:39:32,Pengguna Google,Negatif,kalau bisa a hujan diuraikan   hujan panas  hujan angin  hujan petir  hujan gerimis b kabut diuraikan   kabut asap  kabut embun  kabut tebal perbaiki untuk upgrade berikutnya,a hujan diuraikan hujan panas hujan angin hujan petir hujan gerimis b kabut diuraikan kabut asap kabut embun kabut tebal perbaiki upgrade,a hujan diuraikan hujan pana hujan angin hujan petir hujan gerimi b kabut diuraikan kabut asap kabut embun kabut tebal perbaiki upgrad
Noice,5,2024-02-27 08:48:13,Pengguna Google,Positif,noice,noice,noic
Aplikasi sudah bagus bisa untuk acuan bagi para petani untuk mengetahui cuaca yg akan terjadi.Cuma setelah di-update aplikasi malah susah dibuka,3,2024-02-27 05:18:41,Pengguna Google,Netral,aplikasi sudah bagus bisa untuk acuan bagi para petani untuk mengetahui cuaca yg akan terjadicuma setelah diupdate aplikasi malah susah dibuka,aplikasi bagus acuan petani cuaca yg terjadicuma diupdate aplikasi susah dibuka,aplikasi bagu acuan petani cuaca yg terjadicuma diupdat aplikasi susah dibuka
Ok bosku,5,2024-02-26 10:17:36,Pengguna Google,Positif,ok bosku,ok bosku,ok bosku
H o p Ramlee hh . Hh h h hh h h h h h .... A sa akuuu uyc,4,2024-02-26 09:29:37,Pengguna Google,Positif,h o p ramlee hh  hh h h hh h h h h h  a sa akuuu uyc,h o p ramlee hh hh h h hh h h h h h a sa akuuu uyc,h o p ramle hh hh h h hh h h h h h a sa akuuu uyc
"Menurut saya pribadi aplikasi ini sangat bagus akan lebih bagus kalo ada terjadi gempa bumi di wilayah tertentu bisa membunyikan alarm peringatan terjadi gempa bumi di wilayah yang terdampak, pasti keren banget.",4,2024-02-26 03:34:02,Pengguna Google,Positif,menurut saya pribadi aplikasi ini sangat bagus akan lebih bagus kalo ada terjadi gempa bumi di wilayah tertentu bisa membunyikan alarm peringatan terjadi gempa bumi di wilayah yang terdampak pasti keren banget,pribadi aplikasi bagus bagus kalo gempa bumi wilayah membunyikan alarm peringatan gempa bumi wilayah terdampak keren banget,pribadi aplikasi bagu bagu kalo gempa bumi wilayah membunyikan alarm peringatan gempa bumi wilayah terdampak keren banget
Aplikasi ini Sangat membantu saya dalam adanya gempabumi dan lain lain,5,2024-02-25 15:17:47,Pengguna Google,Positif,aplikasi ini sangat membantu saya dalam adanya gempabumi dan lain lain,aplikasi membantu gempabumi,aplikasi membantu gempabumi
Good,5,2024-02-25 14:14:55,Pengguna Google,Positif,good,good,good
Good,5,2024-02-25 13:30:07,Pengguna Google,Positif,good,good,good
Aplikasi sangat membantu untuk kita mengetahui cuaca,5,2024-02-25 13:29:12,Pengguna Google,Positif,aplikasi sangat membantu untuk kita mengetahui cuaca,aplikasi membantu cuaca,aplikasi membantu cuaca
"mohon untuk di perjelas untuk prediksi hujan tiap jam, agar kami bisa bertani dengan baik terimakasih.",3,2024-02-25 12:32:59,Pengguna Google,Netral,mohon untuk di perjelas untuk prediksi hujan tiap jam agar kami bisa bertani dengan baik terimakasih,mohon perjelas prediksi hujan jam bertani terimakasih,mohon perjela prediksi hujan jam bertani terimakasih
coba dlu saya,4,2024-02-24 14:31:00,Pengguna Google,Positif,coba dlu saya,coba dlu,coba dlu
Sangat bagus,5,2024-02-24 05:30:23,Pengguna Google,Positif,sangat bagus,bagus,bagu
Sangat akurat..yah cuma melenceng dikit mah wajar namanya juga prakiraan cuaca sob...mantaaap,5,2024-02-22 15:08:53,Pengguna Google,Positif,sangat akuratyah cuma melenceng dikit mah wajar namanya juga prakiraan cuaca sobmantaaap,akuratyah melenceng dikit mah wajar namanya prakiraan cuaca sobmantaaap,akuratyah melenceng dikit mah wajar namanya prakiraan cuaca sobmantaaap
Tdk akurat dan tdk sesuai kondisi cuaca.,1,2024-02-22 06:08:43,Pengguna Google,Negatif,tdk akurat dan tdk sesuai kondisi cuaca,tdk akurat tdk sesuai kondisi cuaca,tdk akurat tdk sesuai kondisi cuaca
Bagus sekali Aplikasinya ini👍👍,4,2024-02-21 21:50:27,Pengguna Google,Positif,bagus sekali aplikasinya ini,bagus aplikasinya,bagu aplikasinya
Kok gak bisa di masukin nama desany,5,2024-02-19 09:15:45,Pengguna Google,Positif,kok gak bisa di masukin nama desany,gak masukin nama desany,gak masukin nama desani
Bagus sih tapi dikit dikit minta update terus. Setelah di update juga jdi sering ga akurat info cuacanya,4,2024-02-19 00:23:11,Pengguna Google,Positif,bagus sih tapi dikit dikit minta update terus setelah di update juga jdi sering ga akurat info cuacanya,bagus sih dikit dikit update update jdi ga akurat info cuacanya,bagu sih dikit dikit updat updat jdi ga akurat info cuacanya
Ok,5,2024-02-17 13:22:17,Pengguna Google,Positif,ok,ok,ok
"Udh lemot perkiraan cuaca aja salah mulu, kalo update aplikasi sekalian aja lah",1,2024-02-17 06:15:32,Pengguna Google,Negatif,udh lemot perkiraan cuaca aja salah mulu kalo update aplikasi sekalian aja lah,udh lemot perkiraan cuaca aja salah mulu kalo update aplikasi aja,udh lemot perkiraan cuaca aja salah mulu kalo updat aplikasi aja
"Aplikasi yg bgus dan akurat,tp sayangny gk ada widget ny... Klo bsa tmbahin widget ny,sprt apk weather lainny,biar klo mau tw cuaca gk sll bka apk trus..",5,2024-02-17 02:36:36,Pengguna Google,Positif,aplikasi yg bgus dan akurattp sayangny gk ada widget ny klo bsa tmbahin widget nysprt apk weather lainnybiar klo mau tw cuaca gk sll bka apk trus,aplikasi yg bgus akurattp sayangny gk widget ny klo bsa tmbahin widget nysprt apk weather lainnybiar klo tw cuaca gk sll bka apk trus,aplikasi yg bgu akurattp sayangni gk widget ny klo bsa tmbahin widget nysprt apk weather lainnybiar klo tw cuaca gk sll bka apk tru
"penipu nabilang berawan baru disini hujanji,pakappala tallang",1,2024-02-16 13:30:11,Pengguna Google,Negatif,penipu nabilang berawan baru disini hujanjipakappala tallang,penipu nabilang berawan hujanjipakappala tallang,penipu nabilang berawan hujanjipakappala tallang
Lama update gempa nya,3,2024-02-15 15:59:47,Pengguna Google,Netral,lama update gempa nya,update gempa nya,updat gempa nya
.1k4,2,2024-02-15 10:47:27,Pengguna Google,Negatif,k,k,k
Membantu Alhamdulillah.,4,2024-02-15 07:14:23,Pengguna Google,Positif,membantu alhamdulillah,membantu alhamdulillah,membantu alhamdulillah
Kenyataannya jam sekarang hujan lebat disertai petir tapi di beranda Info BMKG berawan tebal dan hujan terjadi pada pukul 16.00.,1,2024-02-14 07:50:50,Pengguna Google,Negatif,kenyataannya jam sekarang hujan lebat disertai petir tapi di beranda info bmkg berawan tebal dan hujan terjadi pada pukul ,kenyataannya jam hujan lebat disertai petir beranda info bmkg berawan tebal hujan,kenyataannya jam hujan lebat disertai petir beranda info bmkg berawan tebal hujan
Kenapa setelah di update prakiraan cuacanya jadi tidak akurat Sebelumnya saat cuaca tiba-tiba hujan saat buka info BMKG prakiraan nya otomatis berubah,4,2024-02-13 22:32:54,Pengguna Google,Positif,kenapa setelah di update prakiraan cuacanya jadi tidak akurat sebelumnya saat cuaca tibatiba hujan saat buka info bmkg prakiraan nya otomatis berubah,update prakiraan cuacanya akurat cuaca tibatiba hujan buka info bmkg prakiraan nya otomatis berubah,updat prakiraan cuacanya akurat cuaca tibatiba hujan buka info bmkg prakiraan nya otomati berubah
Pemasaran terbaru di provinsi Perkembangan pariwisata dan introsuktur komikasi Perkembangan daerah tingkat satu desa,5,2024-02-13 05:40:44,Pengguna Google,Positif,pemasaran terbaru di provinsi perkembangan pariwisata dan introsuktur komikasi perkembangan daerah tingkat satu desa,pemasaran terbaru provinsi perkembangan pariwisata introsuktur komikasi perkembangan daerah tingkat desa,pemasaran terbaru provinsi perkembangan pariwisata introsuktur komikasi perkembangan daerah tingkat desa
❤️❤️💪,5,2024-02-13 00:58:29,Pengguna Google,Positif,,,
Prakiraan cuaca hujannya gak akurat,1,2024-02-12 07:59:31,Pengguna Google,Negatif,prakiraan cuaca hujannya gak akurat,prakiraan cuaca hujannya gak akurat,prakiraan cuaca hujannya gak akurat
Bisa tahu cuaca hujan atau panas,5,2024-02-11 03:23:23,Pengguna Google,Positif,bisa tahu cuaca hujan atau panas,cuaca hujan panas,cuaca hujan pana
Mantap dan terbaik untuk bisa melihat keadaan cuaca seluruh Indonesia,5,2024-02-11 02:02:26,Pengguna Google,Positif,mantap dan terbaik untuk bisa melihat keadaan cuaca seluruh indonesia,mantap terbaik cuaca indonesia,mantap terbaik cuaca indonesia
Aplikasi bagus sih tapi kalo pembri tahuan tetang ujan dan petir tidak akurat,1,2024-02-10 07:37:20,Pengguna Google,Negatif,aplikasi bagus sih tapi kalo pembri tahuan tetang ujan dan petir tidak akurat,aplikasi bagus sih kalo pembri tahuan tetang ujan petir akurat,aplikasi bagu sih kalo pembri tahuan tetang ujan petir akurat
Owkey mantul👍👍👍🌹,5,2024-02-10 07:28:24,Pengguna Google,Positif,owkey mantul,owkey mantul,owkey mantul
Oke,5,2024-02-10 05:39:59,Pengguna Google,Positif,oke,oke,oke
bagus,5,2024-02-10 00:13:37,Pengguna Google,Positif,bagus,bagus,bagu
Bagus aplikasinya,5,2024-02-09 00:50:17,Pengguna Google,Positif,bagus aplikasinya,bagus aplikasinya,bagu aplikasinya
Mantap,5,2024-02-09 00:30:40,Pengguna Google,Positif,mantap,mantap,mantap
Sangat membantu,4,2024-02-08 17:45:51,Pengguna Google,Positif,sangat membantu,membantu,membantu
Wow,5,2024-02-08 15:40:42,Pengguna Google,Positif,wow,wow,wow
Sangt bagus,1,2024-02-08 13:33:47,Pengguna Google,Negatif,sangt bagus,sangt bagus,sangt bagu
Akurat cuma udah ujan lebat baru ada info harap peebaiki lagi. kasih tau pengguna minimal 1 jam sebelum peristiwa.,3,2024-02-08 09:36:23,Pengguna Google,Netral,akurat cuma udah ujan lebat baru ada info harap peebaiki lagi kasih tau pengguna minimal  jam sebelum peristiwa,akurat udah ujan lebat info harap peebaiki kasih tau pengguna minimal jam peristiwa,akurat udah ujan lebat info harap peebaiki kasih tau pengguna minim jam peristiwa
"aplikasinya sdh bagus tapi menurut saya kalau peringatan gempa notifnya langsung otomatis masuk sejam sebelum gempa seperti di jepang dan korea notif gempa otomatis di hpnya karena hp skrg sdh canggih dan ada fitur peringatan gempa tapi di indonesia belum bisa diterapkan padahal bagus sebenarnya kalau diterapkan begitu, karena di indo biasanya habis gempa baru dah itu notifnya baru masuk",5,2024-02-08 04:46:09,Pengguna Google,Positif,aplikasinya sdh bagus tapi menurut saya kalau peringatan gempa notifnya langsung otomatis masuk sejam sebelum gempa seperti di jepang dan korea notif gempa otomatis di hpnya karena hp skrg sdh canggih dan ada fitur peringatan gempa tapi di indonesia belum bisa diterapkan padahal bagus sebenarnya kalau diterapkan begitu karena di indo biasanya habis gempa baru dah itu notifnya baru masuk,aplikasinya sdh bagus peringatan gempa notifnya langsung otomatis masuk sejam gempa jepang korea notif gempa otomatis hpnya hp skrg sdh canggih fitur peringatan gempa indonesia diterapkan bagus diterapkan indo habis gempa dah notifnya masuk,aplikasinya sdh bagu peringatan gempa notifnya langsung otomati masuk sejam gempa jepang korea notif gempa otomati hpnya hp skrg sdh canggih fitur peringatan gempa indonesia diterapkan bagu diterapkan indo habi gempa dah notifnya masuk
